attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count,novelty_score,avg_text_similarity,novelty_group_size,novelty_group_key,authority_level,authority_weight,authority_reason,capture_id,search_id,analysis_weight,historical_binding_raw,weighted_historical_binding,target_binding_raw,target_control_type,negative_type
SRC_NEWSG_MANUAL_19800712_TWSEAFOOD,1980,1980-07-12,1946-1987_taiwan_side_formation,Taiwan Seafood Restaurant,Singapore,,Singapore,newspaper_archive,New Nation / NewspaperSG,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19800712-1,ad,1980 Singapore first Taiwan seafood restaurant rice porridge advertisement,high,New non-duplicate NewspaperSG ad; one ad kept as one attestation artifact.,SRC_NEWSG_MANUAL_19800712_TWSEAFOOD,probable,Singapore,Singapore's first Taiwan sea food restaurant; taste of our Taiwan delicacy; staple rice porridge,rice porridge;sea food,Taiwan;Taiwan delicacy,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19800712-1,,SRC_NEWSG_MANUAL_19800712_TWSEAFOOD,1,0.3692,0.6308,9,Taiwan Seafood Restaurant,primary,1.2000,dated archive/newspaper/registry-like source,,,0.6184,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
SRC_NEWSG_MANUAL_19800802_TWSEAFOOD,1980,1980-08-02,1946-1987_taiwan_side_formation,Taiwan Seafood Restaurant,Singapore,,Singapore,newspaper_archive,New Nation / NewspaperSG,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19800802-1,ad,1980 Singapore first Taiwan seafood restaurant repeat advertisement,high,New non-duplicate NewspaperSG ad; repeated ad artifact retained separately for circulation evidence.,SRC_NEWSG_MANUAL_19800802_TWSEAFOOD,probable,Singapore,Singapore's first Taiwan sea food restaurant; come and have a taste of our Taiwan delicacy,sea food,Taiwan;Taiwan delicacy,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19800802-1,,SRC_NEWSG_MANUAL_19800802_TWSEAFOOD,1,0.5023,0.4977,9,Taiwan Seafood Restaurant,primary,1.2000,dated archive/newspaper/registry-like source,,,0.7116,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
SRC_NEWSG_MANUAL_19800317_MAYGARDEN,1980,1980-03-17,1946-1987_taiwan_side_formation,May Garden Restaurant,Singapore,,Singapore,newspaper_archive,The Straits Times / NewspaperSG,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800317-1,ad,1980 Singapore May Garden genuine Taiwanese cuisine advertisement,high,New non-duplicate NewspaperSG ad; one ad kept as one attestation artifact.,SRC_NEWSG_MANUAL_19800317_MAYGARDEN,probable,Singapore,May Garden Restaurant; genuine Taiwanese cuisine; daily air flown live seafood vegetable from Taiwan; prepared by Taiwan chefs,live seafood;vegetable,Taiwanese cuisine;Taiwan chefs;Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800317-1,,SRC_NEWSG_MANUAL_19800317_MAYGARDEN,1,0.6368,0.3632,12,May Garden Restaurant,primary,1.2000,dated archive/newspaper/registry-like source,,,0.8058,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
BATCH_Q_051,1980,1980-01-01,1946-1987_taiwan_side_formation,老睦家炒鱔魚,Taipei,Taiwan,Taiwan-side,food_media_profile,Mecocute,https://www.mecocute.com/agedmom/,media_taiwanese_cuisine_profile,1980 老睦家 profile records inherited Taiwanese restaurant craft and late twentieth-century Tai-cai continuity,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_051,probable,Taiwan-side,Food article says 老睦家 inherits parents craft from a restaurant founded in 1980 and identifies the venue as a 台菜 restaurant,台菜;炒鱔魚,臺菜;台北,,,https://www.mecocute.com/agedmom/,06d6e43bf1a0b604,BATCH_Q_051,1,1.0000,0.0000,1,老睦家炒鱔魚,secondary,0.7000,official/media curated narrative source,,,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_064a4ee1658e3a,1980,1980-01-01,1946-1987_taiwan_side_formation,保安路米糕,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1499/,stall_relocation,1980 Tainan Baoan Road rice cake moved to current Baoan Road site after road widening demolition,medium,Official tourism page gives exact ROC year 69 relocation to the current site.,TW_BAOAN_1980_MOVE,probable,Taiwan-side,Official page says road widening in ROC year 69 forced Baoan Road rice cake to move to its current site and continue operating there.,米糕,台南道路拓寬小吃,,,https://www.twtainan.net/zh-tw/shop/consume/1499/,1b9ade76186fd2f1,TW_TN_1980_001,1,0.7885,0.2115,2,保安路米糕,tertiary,0.2000,blog/review/social retrospective source,,,0.6119,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
BATCH_U_002,1980,1980-01-01,1946-1987_taiwan_side_formation,阿三仔冰店 official founding page,Tainan,Taiwan,Taiwan-side,official_tourism_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/8172/,official_shop_profile,Tainan Tourism profile states Asanzi ice shop was founded in 1980 and lists old-style shaved-ice ingredients.,medium,Official tourism profile with exact founding year. Fifty-record top-up batch U; 200-row harvesting round checkpoint 3/4; source/date/brand key screened; not marker-split.,SRC_BATCH_U_002,probable,Taiwan,Tainan Tourism profile states Asanzi ice shop was founded in 1980 and lists old-style shaved-ice ingredients.,剉冰;愛玉;麵茶,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/shop/consume/8172/,b4a214355ee41053,BATCH_U_002,1,1.0000,0.0000,1,阿三仔冰店 official founding page,tertiary,0.2000,blog/review/social retrospective source,,,0.7600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
BATCH_Q_048,1980,1980-01-01,1946-1987_taiwan_side_formation,永富魚丸店,Taipei,Taiwan,Taiwan-side,food_media_profile,一起吃美食,https://go.17eat.com/151/,media_old_shop_profile,1980s 永富魚丸店 profile records Ximending old-shop snack ecology including lu rou fan,low,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split. Relative decade source; retained as candidate not probable.,SRC_BATCH_Q_048,candidate,Taiwan-side,Food profile says 永富魚丸店 began in the 1980s and sells fish balls meat soup and 滷肉飯,滷肉飯;肉羹,台北西門町小吃,,,https://go.17eat.com/151/,dd53e8a70c64dc0a,BATCH_Q_048,1,1.0000,0.0000,1,永富魚丸店,secondary,0.7000,official/media curated narrative source,,,0.9100,1.0000,0.9100,1.0000,target_positive,
BATCH_R_009,1980,1980-01-01,1946-1987_taiwan_side_formation,旗山足好肉燥飯,Kaohsiung,Taiwan,Taiwan-side,public_web_profile,Inmap Kaohsiung food map,https://inmap.tw/archives/28683,source_artifact_profile,旗山在地人常來光顧的老味道，招牌打的是肉燥飯，焢肉飯、肉羹湯、什錦菜湯也受歡迎。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_009,candidate,Taiwan-side,旗山在地人常來光顧的老味道，招牌打的是肉燥飯，焢肉飯、肉羹湯、什錦菜湯也受歡迎。,肉燥飯,Taiwan,,,https://inmap.tw/archives/28683,9dccbbe7f953ca00,BATCH_R_009,1,1.0000,0.0000,1,旗山足好肉燥飯,primary,1.2000,dated archive/newspaper/registry-like source,,,1.0600,1.0000,1.0600,1.0000,target_positive,
BATCH_Q_049,1980,1980-01-01,1946-1987_taiwan_side_formation,小文肉羹魯肉飯,Keelung,Taiwan,Taiwan-side,local_media_profile,基隆海嗨,https://keelunghihi.com.tw/83485,local_media_old_shop_profile,1980s 小文肉羹魯肉飯 profile records Keelung old-shop lu rou fan and meat soup ecology,low,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split. Relative decade source; retained as candidate not probable.,SRC_BATCH_Q_049,candidate,Taiwan-side,Keelung local media says 小文肉羹魯肉飯 began in the early 1980s and is known for 滷肉飯 and meat soup,滷肉飯;肉羹,基隆小吃;台灣小吃,,,https://keelunghihi.com.tw/83485,6015349437537286,BATCH_Q_049,1,1.0000,0.0000,1,小文肉羹魯肉飯,secondary,0.7000,default secondary classification,,,0.9100,1.0000,0.9100,1.0000,target_positive,
MERGED_6f6774f3df942c,1980,1980-01-01,1946-1987_taiwan_side_formation,錦田肉燥飯,Kaohsiung,Taiwan,Taiwan-side,local_news_food_business,PChome / 創新聞,https://news.pchome.com.tw/public/pronews/20260527/index-77989075490386353016.html,old_shop_origin,1980 Kaohsiung Jintian rouzao rice Jintian Road Bohai Street salty sweet marinade fed two generations common table memory,medium,Recent local-news/business article gives exact 1980 origin and location; useful for 1980s Kaohsiung rouzao rice ecology but should be corroborated by older source if possible.,TW_KHH_JINTIAN_1980,probable,Taiwan-side,Local-news article says Jintian rouzao rice began in 1980 at the corner of Jintian Road and Bohai Street and frames its marinade as everyday food memory for two generations.,肉燥飯,高雄新興小吃,,,https://news.pchome.com.tw/public/pronews/20260527/index-77989075490386353016.html,509c3a3555af4f88,TW_KHH_1980_001,1,1.0000,0.0000,1,錦田肉燥飯,secondary,0.7000,default secondary classification,,,0.9100,1.0000,0.9100,1.0000,target_positive,
BATCH_T_047,1980,1980-01-01,1946-1987_taiwan_side_formation,旗山足好肉燥飯 secondary guide,Kaohsiung,Taiwan,Taiwan-side,public_food_profile,Nigi33,https://nigi33.tw/qishan-zuhao/,food_history_profile,Secondary guide presents Qishan Zuhao minced-pork rice in local food memory.,low,Secondary guide and relative history; candidate only. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_047,candidate,Taiwan,Secondary guide presents Qishan Zuhao minced-pork rice in local food memory.,肉燥飯;飯,高雄;臺灣,unknown,,https://nigi33.tw/qishan-zuhao/,ea8c557227490166,BATCH_T_047,1,1.0000,0.0000,1,旗山足好肉燥飯 secondary guide,secondary,0.7000,default secondary classification,,,0.9100,1.0000,0.9100,1.0000,target_positive,
BATCH_Q_050,1980,1980-01-01,1946-1987_taiwan_side_formation,豐味肉羹,New Taipei,Taiwan,Taiwan-side,food_media_profile,吃遍台灣美食餐廳,https://restaurant.howkno.com/info/182070,media_old_shop_profile,1980 豐味肉羹 profile records Ruifang breakfast snack ecology with lu rou fan,low,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split. Directory-style source; retained as candidate.,SRC_BATCH_Q_050,candidate,Taiwan-side,Food directory page says 豐味肉羹 was founded in 1980 and menu context includes 滷肉飯,滷肉飯;肉羹,瑞芳小吃;台灣小吃,,,https://restaurant.howkno.com/info/182070,6d7935dda99fcd63,BATCH_Q_050,1,1.0000,0.0000,1,豐味肉羹,secondary,0.7000,official/media curated narrative source,,,0.9100,1.0000,0.9100,1.0000,target_positive,
MERGED_c3d64146dc2c81,1980,1980-01-01,1946-1987_taiwan_side_formation,金峰魯肉飯,Taipei,Taiwan,Taiwan-side,food_media_retrospective,在地老饕阿府,https://wanteatfood.com/food/%E9%AD%AF%E8%82%89%E9%A3%AF,old_shop_origin,1980 Taipei Jinfeng lu rou fan South Gate market location lu rou fan old shop,low,Retrospective index page states Jinfeng has sold lu rou fan from 1980; retained as candidate because the source is an index/summary page rather than a focused historical article.,TW_TPE_JINFENG_1980,candidate,Taiwan-side,Source summary says Jinfeng lu rou fan has operated from 1980 near Nanmen Market / Chiang Kai-shek Memorial Hall.,魯肉飯,台北南門市場小吃,,,https://wanteatfood.com/food/%E9%AD%AF%E8%82%89%E9%A3%AF,645e3c3b1ab59f27,TW_TPE_1980_001,1,1.0000,0.0000,1,金峰魯肉飯,tertiary,0.2000,blog/review/social retrospective source,,,0.7600,1.0000,0.7600,1.0000,target_positive,
BATCH_S_004,1980,1980-01-01,1946-1987_taiwan_side_formation,古都碗粿榕樹下,Tainan,Taiwan,Taiwan-side,public_web_profile,WalkerLand 樂天小高,https://www.walkerland.com.tw/article/view/102980,source_artifact_profile,榕樹下旁的古都碗粿創立於1980年，文中記錄肉燥飯與碗粿餐點。,medium,Fifty-record top-up batch S; 200-row harvesting round checkpoint 1/4; source/date/brand key screened; not marker-split.,SRC_BATCH_S_004,probable,Taiwan-side,榕樹下旁的古都碗粿創立於1980年，文中記錄肉燥飯與碗粿餐點。,肉燥飯;碗粿,Taiwan,,,https://www.walkerland.com.tw/article/view/102980,f148df6dc1aa8ab5,BATCH_S_004,1,1.0000,0.0000,1,古都碗粿榕樹下,secondary,0.7000,default secondary classification,,,0.9100,1.0000,0.9100,1.0000,target_positive,
BATCH_S_005,1980,1980-01-01,1946-1987_taiwan_side_formation,古都碗粿東門總店,Tainan,Taiwan,Taiwan-side,public_web_profile,WalkerLand 樂天小高,https://www.walkerland.com.tw/article/view/104674,source_artifact_profile,古都碗粿東門總店由曾煥祥夫婦創立於1980年，菜單有肉燥飯。,medium,Fifty-record top-up batch S; 200-row harvesting round checkpoint 1/4; source/date/brand key screened; not marker-split.,SRC_BATCH_S_005,probable,Taiwan-side,古都碗粿東門總店由曾煥祥夫婦創立於1980年，菜單有肉燥飯。,肉燥飯;碗粿,Taiwan,,,https://www.walkerland.com.tw/article/view/104674,150aa847dbb2d3e6,BATCH_S_005,1,1.0000,0.0000,1,古都碗粿東門總店,secondary,0.7000,default secondary classification,,,0.9100,1.0000,0.9100,1.0000,target_positive,
MERGED_9e8ab960ea8745,1981,1981-01-01,1946-1987_taiwan_side_formation,矢場味仙,Nagoya,Aichi,Japan,brand_history,Yaba Misen official history,https://yabamisen.jp/history/,overseas_taiwanese_restaurant_branching,Yaba Misen 1981 opened popular spicy Taiwan ramen Taiwan cuisine,medium,Separate from Tokyo 1981 record; another Japan-side Taiwan-restaurant branch useful for Nagoya corridor.,JP_YABAMISEN_1981,probable,Japan,Brand history says the eldest daughter opened the Yaba Misen line in 1981.,台湾ラーメン,台湾料理,,,https://yabamisen.jp/history/,938a9134a6c45c3f,JP_1981_002,1,1.0000,0.0000,1,矢場味仙,secondary,0.7000,default secondary classification,,,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_8904461af559ba,1981,1981-01-01,1946-1987_taiwan_side_formation,余媽媽老麵店,Chiayi,Taiwan,Taiwan-side,food_media_retrospective,Happy Day,https://ihappyday.tw/blog/post/old-mother-noodle,old_shop_origin,ROC year 70 Chiayi old noodle shop lu rou fan rouzao hand-pounded texture Taiwan lu rou fan festival selected shop,medium,Search result and page capture now support ROC year 70 founding plus lu rou fan menu and 2019 Taiwan lu rou fan festival selected-shop status; still retrospective but strong enough for probable.,TW_YUMAMA_1981,probable,Taiwan-side,Happy Day says Yumama old noodle shop was founded in ROC year 70 and was selected for the 2019 Taiwan lu rou fan festival while serving lu rou fan.,魯肉飯,嘉義小吃;台灣滷肉飯節,,,https://ihappyday.tw/blog/post/old-mother-noodle,6ad5c2eedd0ea33c,TW_1981_002,1,1.0000,0.0000,1,余媽媽老麵店,tertiary,0.2000,blog/review/social retrospective source,,,0.7600,1.0000,0.7600,1.0000,target_positive,
MERGED_73574f11e7fcd3,1981,1981-01-01,1946-1987_taiwan_side_formation,五燈獎豬腳魯肉飯,New Taipei,Taiwan,Taiwan-side,food_media_retrospective,Muzi,https://muzi.com.tw/streetfood-newtaipei-5dengjiang/,old_shop_origin,ROC year 70 Sanchong old snack stall pig trotter rice lu rou fan unnamed stall origin,medium,Retrospective food-media source; direct enough for probable but should be checked against shop registration if available.,TW_WUDENGJIANG_1981_ORIGIN,probable,Taiwan-side,Source says Wudengjiang began in ROC year 70 as an unnamed Sanchong snack stall known for pig-trotter rice and lu rou fan.,魯肉飯,新北三重小吃,,,https://muzi.com.tw/streetfood-newtaipei-5dengjiang/,be71a99c2ad9f286,TW_1981_001,1,0.7941,0.2059,2,五燈獎豬腳魯肉飯,tertiary,0.2000,blog/review/social retrospective source,,,0.6159,1.0000,0.6159,1.0000,target_positive,
MERGED_720be570aeac72,1981,1981-01-01,1946-1987_taiwan_side_formation,來來小吃,Kinmen,Taiwan,Taiwan-side,food_blog_retrospective,DongWa,https://www.dongwa.tw/lailai-lieyu/,old_shop_origin_candidate,approx ROC year 70 Kinmen Lieyu Donglin Market Lai Lai snack shop lu rou fan breakfast,low,Approximate ROC-year wording and retrospective blog source; retained as candidate until local or registration corroboration.,TW_KM_LAILAI_1981,candidate,Taiwan-side,DongWa says Lai Lai snack shop in Little Kinmen's Donglin Market has operated from about ROC year 70 and serves noodles soups and lu rou fan.,滷肉飯,金門烈嶼東林市場小吃,,,https://www.dongwa.tw/lailai-lieyu/,b6f1ff1b10f95d39,TW_KM_1981_001,1,1.0000,0.0000,1,來來小吃,tertiary,0.2000,blog/review/social retrospective source,,,0.7600,1.0000,0.7600,1.0000,target_positive,
MERGED_7cd21411d891ea,1982,1982-03-21,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,overseas_taiwan_porridge_review,Taiwan porridge light meal snack Goodwood Park Hotel Singapore,,Comparative Singapore Taiwan-porridge review.,NEWSG_ST_19820321,probable,Singapore,Article titled Taiwan porridge as a light meal or snack.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,a895bfb377a33857,SG_1982_001,1,0.9172,0.0828,9,Taiwan Porridge,primary,1.2000,dated archive/newspaper/registry-like source,,,1.0020,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_9bf7c9d08a1eab,1982,1982-09-23,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,overseas_taiwan_porridge_ad,Authentic Taiwan porridge Goodwood Park Hotel Singapore Chinese chef,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19820923,probable,Singapore,Goodwood Park Hotel advertisement for authentic Taiwan porridge.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,a7922ff8f51b61b3,SG_1982_002,1,0.7634,0.2366,9,Taiwan Porridge,primary,1.2000,dated archive/newspaper/registry-like source,,,0.8944,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_acb17804401cdd,1982,1982-01-01,1946-1987_taiwan_side_formation,味仙藤が丘店,Nagoya,Aichi,Japan,brand_history,Yaba Misen official history,https://yabamisen.jp/history/,overseas_taiwanese_restaurant_branching,Misen Fujigaoka 1982 Taiwan ramen Taiwan rice menu takeout Taiwan ramen,medium,Shows Taiwan-label proliferation into branch menu and takeout format.,JP_MISEN_FUJIGAOKA_1982,probable,Japan,Brand history says the second daughter opened the Fujigaoka line in 1982 and notes Taiwan rice on the menu.,台湾飯,台湾料理,,,https://yabamisen.jp/history/,597a0d7f9552598e,JP_1982_001,1,1.0000,0.0000,1,味仙藤が丘店,secondary,0.7000,default secondary classification,,,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
BATCH_S_006,1982,1982-01-01,1946-1987_taiwan_side_formation,台南紅燒浮水花枝羹,Tainan,Taiwan,Taiwan-side,public_web_profile,饗食客棧,https://i17fun.tw/braised-floating-flower-branch-soup/,source_artifact_profile,台南紅燒浮水花枝羹創立於1982年台南文賢路，菜單包含肉燥飯。,medium,Fifty-record top-up batch S; 200-row harvesting round checkpoint 1/4; source/date/brand key screened; not marker-split.,SRC_BATCH_S_006,probable,Taiwan-side,台南紅燒浮水花枝羹創立於1982年台南文賢路，菜單包含肉燥飯。,肉燥飯;花枝羹,Taiwan,,,https://i17fun.tw/braised-floating-flower-branch-soup/,92bad63b2b3d9fad,BATCH_S_006,1,1.0000,0.0000,1,台南紅燒浮水花枝羹,secondary,0.7000,default secondary classification,,,0.9100,1.0000,0.9100,1.0000,target_positive,
BATCH_S_001,1982,1982-01-01,1946-1987_taiwan_side_formation,豐源上好吃牛肉麵,Tainan,Taiwan,Taiwan-side,public_web_profile,喵爸的部落格,https://wasai117.pixnet.net/blog/post/564887510,source_artifact_profile,豐源上好吃牛肉麵創立於1982年，在台南開店已四十年，菜單另有肉燥飯、水餃及小菜。,medium,Fifty-record top-up batch S; 200-row harvesting round checkpoint 1/4; source/date/brand key screened; not marker-split.,SRC_BATCH_S_001,probable,Taiwan-side,豐源上好吃牛肉麵創立於1982年，在台南開店已四十年，菜單另有肉燥飯、水餃及小菜。,肉燥飯;牛肉麵,Taiwan,,,https://wasai117.pixnet.net/blog/post/564887510,8b42492fec367553,BATCH_S_001,1,1.0000,0.0000,1,豐源上好吃牛肉麵,tertiary,0.2000,blog/review/social retrospective source,,,0.7600,1.0000,0.7600,1.0000,target_positive,
BATCH_R_016,1983,1983-01-01,1946-1987_taiwan_side_formation,林家肉燥飯,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism district route,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,source_artifact_profile,銅板價美食林家肉燥飯、在地經營60年的水河伯、近50年的國安街無名麵店等。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_016,candidate,Taiwan-side,銅板價美食林家肉燥飯、在地經營60年的水河伯、近50年的國安街無名麵店等。,肉燥飯,Taiwan,,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,52e6fa92c841f188,BATCH_R_016,1,1.0000,0.0000,1,林家肉燥飯,tertiary,0.2000,blog/review/social retrospective source,,,0.7600,1.0000,0.7600,1.0000,target_positive,
MERGED_62dc3536b40c27,1984,1984-01-01,1946-1987_taiwan_side_formation,99 Ranch Market,Westminster,California,North America,official_company_profile,99 Ranch Market,https://h5.awsprod.99ranch.com/about-us,asian_supermarket_origin,1984 99 Ranch Market Tawa Supermarket Roger Chen Taiwanese immigrant Asian supermarket pantry infrastructure,high,Official company history gives founding year and Taiwanese immigrant founder; useful for non-restaurant pantry and grocery infrastructure in North America.,US_99RANCH_1984,probable,North America,Official about-us page says 99 Ranch Market or Tawa Supermarket was established in 1984 by Roger Chen a Taiwanese immigrant to fill the need for an Asian supermarket.,Asian grocery;Taiwanese pantry,Taiwanese immigrant founder;Asian food culture,Taiwanese immigrant operator,Taiwan,https://h5.awsprod.99ranch.com/about-us,78bcb0c1ad3f985d,US_1984_001,1,0.7317,0.2683,2,99 Ranch Market,secondary,0.7000,default secondary classification,,,0.7222,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_57100317346c50,1984,1984-01-01,1946-1987_taiwan_side_formation,99 Ranch Market,Westminster,California,North America,food_media_retro,Los Angeles Times,https://www.latimes.com/food/story/2020-02-26/supermarkets-we-like,asian_supermarket_media_corroboration,1984 Taiwanese immigrant Roger Chen opened first 99 Ranch Market Westminster Asian ingredients Taiwanese bakery pantry infrastructure,medium,Media corroboration of the official 99 Ranch row; same brand/year but distinct source URL and attestation type.,US_99RANCH_LATIMES_1984,probable,North America,Los Angeles Times says Taiwanese immigrant Roger Chen opened the first 99 Ranch store in Westminster in 1984 and notes its Asian ingredients and Taiwanese bakery counter.,Asian grocery;Taiwanese bakery,Taiwanese immigrant founder;Asian ingredients,Taiwanese immigrant operator,Taiwan,https://www.latimes.com/food/story/2020-02-26/supermarkets-we-like,d10bda58c2ec49d6,US_1984_002,1,0.7317,0.2683,2,99 Ranch Market,secondary,0.7000,official/media curated narrative source,,,0.7222,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_a3e1fd39b3466d,1985,,1946-1987_taiwan_side_formation,Tokyo Taiwanese restaurants,Tokyo,,,academic_secondary,東北人類学論壇 / Zhang-related Japanese literature,https://www2.sal.tohoku.ac.jp/anthropology/TAE20_2021.pdf,overseas_taiwanese_cuisine_regime,1980s Japan Taiwanese cuisine household cuisine small plates authentic Taiwan料理,,Secondary scholarly guide; use to direct Japanese archive searches.,JP_TOKYO_TAIWAN_1980S,probable,Japan,Academic/secondary source states that Taiwanese restaurants in Japan after the 1980s featured household cuisine and small-plate cuisine as authentic Taiwanese cuisine.,,Taiwanese cuisine,,,https://www2.sal.tohoku.ac.jp/anthropology/TAE20_2021.pdf,29094871762cd623,JP_1980S_001,1,1.0000,0.0000,1,Tokyo Taiwanese restaurants,secondary,0.7000,default secondary classification,,,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
MERGED_fb26ff6caf314a,1985,1985-07-21,1946-1987_taiwan_side_formation,Good Shine Kitchen,Monterey Park,California,North America,newspaper_feature,Los Angeles Times,https://www.latimes.com/archives/la-xpm-1985-07-21-mn-6906-story.html,political_social_foodspace,1985 Good Shine Kitchen Taiwanese activists old hometown taste Taiwan countryside native place homeland social function,high,Distinct from the June 1985 restaurant review; this records Good Shine as a Taiwanese community and political-social food space.,US_GOODSHINE_SOCIAL_19850721,probable,North America,Los Angeles Times describes Good Shine Kitchen as a favorite spot for Taiwanese activists and as serving old hometown tastes from the Taiwanese countryside.,Taiwanese countryside dishes,Taiwanese activists;homeland;Little Taipei,Taiwanese community operator,Taiwan,https://www.latimes.com/archives/la-xpm-1985-07-21-mn-6906-story.html,d00b40cb3a190673,US_1985_002,1,0.7442,0.2558,2,Good Shine Kitchen,primary,1.2000,dated archive/newspaper/registry-like source,,,0.8809,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
BATCH_T_004,1985,1985-04-15,1946-1987_taiwan_side_formation,Goodwood Park Taiwan Porridge Monitor April,Singapore,,Singapore,newspaper_issue,NewspaperSG Singapore Monitor,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/singmonitor19850415-2,newspaper_ad,Singapore Monitor issue carries Goodwood Park Taiwan Porridge dining copy.,high,NewspaperSG issue-page artifact; one dated page row. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_004,probable,Singapore,Singapore Monitor issue carries Goodwood Park Taiwan Porridge dining copy.,Taiwan Porridge;porridge,Taiwan,unknown,,https://eresources.nlb.gov.sg/newspapers/Digitised/Issue/singmonitor19850415-2,2ffc1bdc6fa29c1b,BATCH_T_004,1,1.0000,0.0000,1,Goodwood Park Taiwan Porridge Monitor April,primary,1.2000,dated archive/newspaper/registry-like source,,,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context
