attestation_id,corridor,period,source_type,authority_level,authority_weight,novelty_score,analysis_weight,historical_binding_raw,weighted_historical_binding
SRC_TNN_1962_MIE_WANLI_LAMB,Taiwan-side,1946-1987_taiwan_side_formation,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_NTPT_1981_DIWANG_GINGER_DUCK,Taiwan-side,1946-1987_taiwan_side_formation,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_NTPT_1975_LIANWU_LURou,Taiwan-side,1946-1987_taiwan_side_formation,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010_TW_TAINAN_ASHIA_1940_OFFICIAL,Taiwan-side,1940-1945_preformation,official_tourism_news,tertiary,0.2,0.6667,0.5267,1.0,0.5267
SRC_R010_TW_TAINAN_XINXIN_2024_OFFICIAL,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010_TW_TAINAN_AMEI_2024_OFFICIAL,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,0.6667,0.5267,1.0,0.5267
SRC_R010_TW_TAINAN_MINSIN_1962_OFFICIAL,Taiwan-side,1946-1987_taiwan_side_formation,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010_TW_TAIPEI_GOLDENFORMOSA_1954_MICHELIN,Taiwan-side,1946-1987_taiwan_side_formation,michelin_editorial,secondary,0.7,1.0,0.91,1.0,0.91
SRC_R010_KR_SEOUL_NIUROUMIANGUAN_2026_MICHELIN,Korea,2015-2025_platformization,michelin_restaurant_page,primary,1.2,1.0,1.06,1.0,1.06
SRC_R010_KR_BUSAN_MICHELIN_2024_TAIWANESE_BIB,Korea,2015-2025_platformization,michelin_press_release_pdf,secondary,0.7,1.0,0.91,1.0,0.91
SRC_R010B02_TW_TAINAN_ASHIA_BOOK_2022,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,0.6667,0.5267,1.0,0.5267
SRC_R010B02_TW_TAINAN_FULOU_2024,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_SHIJIA_2024_16,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_XIQING_2024_22,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,0.6667,0.5267,1.0,0.5267
SRC_R010B02_TW_TAINAN_NANJI_2024_18,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,0.6667,0.5267,1.0,0.5267
SRC_R010B02_TW_TAINAN_BAJIATIAN_2024,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_NANJI_2024_05,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,0.6667,0.5267,1.0,0.5267
SRC_R010B02_TW_TAINAN_AMEI_2024_12,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,0.6667,0.5267,1.0,0.5267
SRC_R010B02_TW_TAINAN_ZHUXINJU_2024,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_FUCHENGSHIFU_2024,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_BAOWEIZHEN_2024,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_SHIJIA_2024_02,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_LIWAN_2024,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_XIQING_2024_08,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,0.6667,0.5267,1.0,0.5267
SRC_R010B02_TW_TAINAN_CHENJINMING_2024,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_DONGXIANG_2024,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_CHEFS_HANDBOOK_2024,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_ZONGPUSHI_2025,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_CHANGYUAN_2024,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_TAINAN_AHUI_EEL_2022,Taiwan-side,2015-2025_platformization,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_KHH_STREET_SNACKS_2023,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_KHH_MICHELIN_2022,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_KHH_LOCAL_CHINESE_2023,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_KHH_MICHELIN_2023,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_TW_KHH_YANCHENG_2022,Taiwan-side,2015-2025_platformization,official_tourism_news,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B02_KR_BUSAN_BAOHAUS_2026_MICHELIN,Korea,2015-2025_platformization,michelin_restaurant_page,secondary,0.7,1.0,0.91,1.0,0.91
SRC_R010B02_KR_BUSAN_NIUROU_2026_MICHELIN,Korea,2015-2025_platformization,michelin_restaurant_page,secondary,0.7,1.0,0.91,1.0,0.91
SRC_R010B03_TW_NANTOU_SUIYI_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_KOUFU_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_ASEN_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_XITOU_CUIGU_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_SHUILI_LAMB_1971_OFFICIAL,Taiwan-side,1946-1987_taiwan_side_formation,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_ROUYUANLI_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_BAZHANG_BEEFNOODLE_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_TAICHUNG_ZAILAI_2025_MICHELIN_OPEN,Taiwan-side,2015-2025_platformization,official_open_data_michelin,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_QILINTAN_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_CHANGHUA_SHANHAIZHEN_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_JINZHUWEI_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_MATSU_XIEHE_1976_OFFICIAL,Taiwan-side,1946-1987_taiwan_side_formation,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_TAINAN_SANHAO_DUCK_1949_MICHELIN_OPEN,Taiwan-side,1946-1987_taiwan_side_formation,official_open_data_michelin,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_TAINAN_TIANHOU_2025_MICHELIN_OPEN,Taiwan-side,2015-2025_platformization,official_open_data_michelin,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_TAIPEI_DAQIAOTOU_RICECAKE_1973_OPEN,Taiwan-side,1946-1987_taiwan_side_formation,official_open_data_michelin,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_TAIPEI_SANJIU_2025_MICHELIN_OPEN,Taiwan-side,2015-2025_platformization,official_open_data_michelin,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NEWTAIPEI_ABBA_TARO_2025_OPEN,Taiwan-side,2015-2025_platformization,official_open_data_michelin,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_TAIPEI_SHINYEH_ZHONGCAI_2025_OPEN,Taiwan-side,2015-2025_platformization,official_open_data_michelin,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_TAIPEI_XIONGJI_SCALLION_2024_OPEN,Taiwan-side,2015-2025_platformization,official_open_data_michelin,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_CHANGHUA_OYSTER_AREN_2022_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_CHANGHUA_DALU_BEEFNOODLE_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_LAOHU_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_QIAOTOUBIAN_ROUYUAN_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_TAIWAN_SNACKS_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B03_TW_NANTOU_MAZU_TEMPLE_RICECAKE_2023_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000397_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000485_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000198_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000529_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000130_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000112_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000458_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000452_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000109_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376480000A_000060_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000226_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000196_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000183_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000205_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000191_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_A15010200H_000085_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_A15010200H_000113_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000119_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000257_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000303_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000193_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000189_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000046_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000059_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000044_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000390_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000521_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000075_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000049_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000078_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000305_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000328_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000071_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376440000A_000085_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000060_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000280_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000243_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000347_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000201_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000015_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B04_TW_376470000A_000345_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000005_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000006_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000007_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000018_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000019_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000020_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000025_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000030_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000027_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000032_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000033_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000034_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000035_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000038_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000039_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000041_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000046_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000047_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000048_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000052_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000058_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000061_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000064_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000067_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000070_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000071_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000072_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000074_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000076_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000077_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000075_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000084_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000081_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000095_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000131_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000152_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000153_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000158_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000166_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000174_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000175_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000176_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000179_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000184_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000182_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000186_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000187_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000189_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000199_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000202_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000204_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000206_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000208_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000210_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000209_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000211_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000212_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000213_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000215_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000214_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000217_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000219_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000225_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000220_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000233_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000232_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000235_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000236_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000247_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
SRC_R010B05_TW_376470000A_000246_OFFICIAL,Taiwan-side,2015-2025_platformization,official_open_data,tertiary,0.2,1.0,0.76,1.0,0.76
